"Sujeito";"Classe";"Predicado";"Objeto"
"/index.php/Petyr_Baelish";"CHARACTER";"hasAllegianceWith";"/index.php/House_Baelish_of_Harrenhal"
"/index.php/Petyr_Baelish";"CHARACTER";"hasCulture";"Westeros"
"/index.php/Petyr_Baelish";"CHARACTER";"nameIs";"Petyr Baelish"
"/index.php/Petyr_Baelish";"CHARACTER";"playedBy";"Aidan Gillen"
"/index.php/Petyr_Baelish";"CHARACTER";"spouse";"/index.php/Lysa_Arryn"
"/index.php/Petyr_Baelish";"CHARACTER";"titlesIs";"Lord Paramount of the Trident"
"/index.php/Petyr_Baelish";"CHARACTER";"titlesIs";"Lord Protector of the Vale"
"/index.php/Petyr_Baelish";"CHARACTER";"titlesIs";"Lord of Harrenhal"
"/index.php/Petyr_Baelish";"CHARACTER";"titlesIs";"Master of Coin (formerly)"
"/index.php/Petyr_Frey";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Petyr_Frey";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Petyr_Frey";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Petyr_Frey";"CHARACTER";"bornIn";"In 281AC, at Twins"
"/index.php/Petyr_Frey";"CHARACTER";"diedIn";"In 300AC, at Oldstones"
"/index.php/Petyr_Frey";"CHARACTER";"hasAlias";"Petyr Pimple"
"/index.php/Petyr_Frey";"CHARACTER";"hasAllegianceWith";"/index.php/House_Frey"
"/index.php/Petyr_Frey";"CHARACTER";"nameIs";"Petyr Frey"
"/index.php/Petyr_Frey";"CHARACTER";"spouse";"/index.php/Mylenda_Caron"
"/index.php/Philip_Foote";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Philip_Foote";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Philip_Foote";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Philip_Foote";"CHARACTER";"hasAllegianceWith";"/index.php/House_Foote"
"/index.php/Philip_Foote";"CHARACTER";"hasAllegianceWith";"/index.php/House_Foote_of_Nightsong"
"/index.php/Philip_Foote";"CHARACTER";"nameIs";"Philip Foote"
"/index.php/Philip_Foote";"CHARACTER";"titlesIs";"Lord of Nightsong"
"/index.php/Philip_Foote";"CHARACTER";"titlesIs";"Lord of the Marches"
"/index.php/Philip_Foote";"CHARACTER";"titlesIs";"Ser"
"/index.php/Philip_Plumm";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Philip_Plumm";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Philip_Plumm";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Philip_Plumm";"CHARACTER";"hasAllegianceWith";"/index.php/House_Plumm"
"/index.php/Philip_Plumm";"CHARACTER";"nameIs";"Philip Plumm"
"/index.php/Philip_Plumm";"CHARACTER";"titlesIs";"Lord"
"/index.php/Pia";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Pia";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Pia";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Pia";"CHARACTER";"bornIn";"At Harrenhal"
"/index.php/Pia";"CHARACTER";"hasAlias";"Pretty Pia"
"/index.php/Pia";"CHARACTER";"hasAllegianceWith";"/index.php/House_Whent"
"/index.php/Pia";"CHARACTER";"nameIs";"Pia"
"/index.php/Plummer";"CHARACTER";"appearsIn";"/index.php/The_Hedge_Knight"
"/index.php/Plummer";"CHARACTER";"hasAllegianceWith";"/index.php/House_Ashford"
"/index.php/Plummer";"CHARACTER";"nameIs";"Plummer"
"/index.php/Plummer";"CHARACTER";"titlesIs";"Steward of Ashford"
"/index.php/Podrick_Payne";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Podrick_Payne";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Podrick_Payne";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Podrick_Payne";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Podrick_Payne";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Podrick_Payne";"CHARACTER";"bornIn";"In 286AC or 287AC"
"/index.php/Podrick_Payne";"CHARACTER";"hasAlias";"Pod"
"/index.php/Podrick_Payne";"CHARACTER";"hasAllegianceWith";"/index.php/House_Payne"
"/index.php/Podrick_Payne";"CHARACTER";"nameIs";"Podrick Payne"
"/index.php/Podrick_Payne";"CHARACTER";"playedBy";"Daniel Portman"
"/index.php/Poetess";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Poetess";"CHARACTER";"hasAlias";"The Poetess"
"/index.php/Poetess";"CHARACTER";"nameIs";"Poetess"
"/index.php/Pollitor";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Pollitor";"CHARACTER";"nameIs";"Pollitor"
"/index.php/Pollitor";"CHARACTER";"titlesIs";"Wisdom"
"/index.php/Polliver";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Polliver";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Polliver";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Polliver";"CHARACTER";"diedIn";"In 300AC, at Inn at the Crossroads"
"/index.php/Polliver";"CHARACTER";"hasAlias";"Polly"
"/index.php/Polliver";"CHARACTER";"hasAllegianceWith";"/index.php/House_Clegane"
"/index.php/Polliver";"CHARACTER";"nameIs";"Polliver"
"/index.php/Polliver";"CHARACTER";"playedBy";"Andy Kellegher"
"/index.php/Polliver";"CHARACTER";"titlesIs";"Castellan of Harrenhal"
"/index.php/Pono";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Pono";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Pono";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Pono";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Pono";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Pono";"CHARACTER";"hasCulture";"Dothraki"
"/index.php/Pono";"CHARACTER";"nameIs";"Pono"
"/index.php/Pono";"CHARACTER";"titlesIs";"Khal"
"/index.php/Pono";"CHARACTER";"titlesIs";"Ko (formerly)"
"/index.php/Porridge";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Porridge";"CHARACTER";"hasAlias";"Porridge"
"/index.php/Porridge";"CHARACTER";"hasAllegianceWith";"/index.php/House_Baratheon_of_Dragonstone"
"/index.php/Porridge";"CHARACTER";"nameIs";"Porridge"
"/index.php/Porther";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Porther";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Porther";"CHARACTER";"hasAllegianceWith";"/index.php/House_Stark"
"/index.php/Porther";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Porther";"CHARACTER";"nameIs";"Porther"
"/index.php/Portifer_Woodwright";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Portifer_Woodwright";"CHARACTER";"nameIs";"Portifer Woodwright"
"/index.php/Portifer_Woodwright";"CHARACTER";"titlesIs";"Ser"
"/index.php/Poul_Pemford";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Poul_Pemford";"CHARACTER";"diedIn";"In 299AC, at Riverrun"
"/index.php/Poul_Pemford";"CHARACTER";"hasAllegianceWith";"/index.php/House_Tully"
"/index.php/Poul_Pemford";"CHARACTER";"nameIs";"Poul Pemford"
"/index.php/Poxy_Tym";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Poxy_Tym";"CHARACTER";"diedIn";"In 299AC, at Winterfell"
"/index.php/Poxy_Tym";"CHARACTER";"hasAllegianceWith";"/index.php/House_Stark"
"/index.php/Poxy_Tym";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Poxy_Tym";"CHARACTER";"nameIs";"Poxy Tym"
"/index.php/Praed";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Praed";"CHARACTER";"diedIn";"In 299AC, at the Crownlands"
"/index.php/Praed";"CHARACTER";"nameIs";"Praed"
"/index.php/Prendahl_na_Ghezn";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Prendahl_na_Ghezn";"CHARACTER";"appearsInSeason";"Season 3"
"/index.php/Prendahl_na_Ghezn";"CHARACTER";"diedIn";"In +/- 299 AL, at Yunkai"
"/index.php/Prendahl_na_Ghezn";"CHARACTER";"hasAllegianceWith";"/index.php/Stormcrows"
"/index.php/Prendahl_na_Ghezn";"CHARACTER";"hasCulture";"Ghiscari"
"/index.php/Prendahl_na_Ghezn";"CHARACTER";"nameIs";"Prendahl na Ghezn"
"/index.php/Prendahl_na_Ghezn";"CHARACTER";"playedBy";"Ramon Tikaram"
"/index.php/Preston_Greenfield";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Preston_Greenfield";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Preston_Greenfield";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Preston_Greenfield";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Preston_Greenfield";"CHARACTER";"diedIn";"In 299AC, at King's Landing"
"/index.php/Preston_Greenfield";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greenfield"
"/index.php/Preston_Greenfield";"CHARACTER";"nameIs";"Preston Greenfield"
"/index.php/Preston_Greenfield";"CHARACTER";"titlesIs";"Ser"
"/index.php/Puckens";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Puckens";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Puckens";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Puckens";"CHARACTER";"nameIs";"Puckens"
"/index.php/Pudding";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Pudding";"CHARACTER";"nameIs";"Pudding"
"/index.php/Puddingfoot";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Puddingfoot";"CHARACTER";"nameIs";"Puddingfoot"
"/index.php/Pyat_Pree";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Pyat_Pree";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Pyat_Pree";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Pyat_Pree";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Pyat_Pree";"CHARACTER";"appearsInSeason";"Season 2"
"/index.php/Pyat_Pree";"CHARACTER";"hasRace";"Qartheen"
"/index.php/Pyat_Pree";"CHARACTER";"nameIs";"Pyat Pree"
"/index.php/Pyat_Pree";"CHARACTER";"playedBy";"Ian Hanmore"
"/index.php/Pyat_Pree";"CHARACTER";"titlesIs";"Warlock"
"/index.php/Pycelle";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Pycelle";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Pycelle";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Pycelle";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Pycelle";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Pycelle";"CHARACTER";"bornIn";"In 216AC"
"/index.php/Pycelle";"CHARACTER";"diedIn";"In 300AC, at the Red Keep, King's Landing"
"/index.php/Pycelle";"CHARACTER";"hasAllegianceWith";"/index.php/House_Lannister"
"/index.php/Pycelle";"CHARACTER";"hasAllegianceWith";"/index.php/Lannister"
"/index.php/Pycelle";"CHARACTER";"nameIs";"Pycelle"
"/index.php/Pycelle";"CHARACTER";"playedBy";"Julian Glover"
"/index.php/Pycelle";"CHARACTER";"titlesIs";"Grand Maester"
"/index.php/Pyg";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Pyg";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Pyg";"CHARACTER";"diedIn";"In 300AC, at Whispers"
"/index.php/Pyg";"CHARACTER";"hasAllegianceWith";"/index.php/Brave_Companions"
"/index.php/Pyg";"CHARACTER";"nameIs";"Pyg"
"/index.php/Pyke";"CITY";"hasReligion";"Drowned God"
"/index.php/Pyke";"CITY";"isGovernedBy";"House Greyjoy"
"/index.php/Pyke";"CITY";"locationIs";"Iron Islands"
"/index.php/Pyke";"CITY";"nameIs";"Pyke"
"/index.php/Pylos";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Pylos";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Pylos";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Pylos";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Pylos";"CHARACTER";"bornIn";"In 273AC or 274AC"
"/index.php/Pylos";"CHARACTER";"nameIs";"Pylos"
"/index.php/Pylos";"CHARACTER";"titlesIs";"Maester"
"/index.php/Pypar";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Pypar";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Pypar";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Pypar";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Pypar";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Pypar";"CHARACTER";"hasAlias";"Monkey"
"/index.php/Pypar";"CHARACTER";"hasAlias";"Mummer's Monkey"
"/index.php/Pypar";"CHARACTER";"hasAlias";"Pyp"
"/index.php/Pypar";"CHARACTER";"nameIs";"Pypar"
"/index.php/Pypar";"CHARACTER";"playedBy";"Jozef Altin"
"/index.php/Qalen";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Qalen";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Qalen";"CHARACTER";"diedIn";"In before 299"
"/index.php/Qalen";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Qalen";"CHARACTER";"nameIs";"Qalen"
"/index.php/Qalen";"CHARACTER";"titlesIs";"Maester"
"/index.php/Qarl_Correy";"CHARACTER";"appearsIn";"/index.php/The_Rogue_Prince"
"/index.php/Qarl_Correy";"CHARACTER";"hasAllegianceWith";"/index.php/House_Velaryon"
"/index.php/Qarl_Correy";"CHARACTER";"nameIs";"Qarl Correy"
"/index.php/Qarl_Correy";"CHARACTER";"titlesIs";"Ser"
"/index.php/Qarl_Kenning";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Qarl_Kenning";"CHARACTER";"hasAlias";"Queer Qarl Kenning"
"/index.php/Qarl_Kenning";"CHARACTER";"hasAllegianceWith";"/index.php/House_Kenning_of_Harlaw"
"/index.php/Qarl_Kenning";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Qarl_Kenning";"CHARACTER";"nameIs";"Qarl Kenning"
"/index.php/Qarl_Quickaxe";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Qarl_Quickaxe";"CHARACTER";"hasAlias";"Qarl Quickaxe"
"/index.php/Qarl_Quickaxe";"CHARACTER";"hasCulture";"Ironmen"
"/index.php/Qarl_Quickaxe";"CHARACTER";"nameIs";"Qarl Quickaxe"
"/index.php/Qarl_Shepherd";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Qarl_Shepherd";"CHARACTER";"hasAllegianceWith";"/index.php/House_Shepherd"
"/index.php/Qarl_Shepherd";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Qarl_Shepherd";"CHARACTER";"nameIs";"Qarl Shepherd"
"/index.php/Qarl_the_Maid";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Qarl_the_Maid";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Qarl_the_Maid";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Qarl_the_Maid";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Qarl_the_Maid";"CHARACTER";"hasAlias";"Qarl the Maid"
"/index.php/Qarl_the_Maid";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Qarl_the_Maid";"CHARACTER";"nameIs";"Qarl the Maid"
"/index.php/Qarl_the_Thrall";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Qarl_the_Thrall";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Qarl_the_Thrall";"CHARACTER";"hasAlias";"Qarl the Thrall"
"/index.php/Qarl_the_Thrall";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Qarl_the_Thrall";"CHARACTER";"nameIs";"Qarl the Thrall"
"/index.php/Qarlton_Chelsted";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Qarlton_Chelsted";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Qarlton_Chelsted";"CHARACTER";"diedIn";"At King's Landing"
"/index.php/Qarlton_Chelsted";"CHARACTER";"hasAlias";"The mace-and-dagger Hand"
"/index.php/Qarlton_Chelsted";"CHARACTER";"hasAllegianceWith";"/index.php/House_Chelsted"
"/index.php/Qarlton_Chelsted";"CHARACTER";"nameIs";"Qarlton Chelsted"
"/index.php/Qarlton_Chelsted";"CHARACTER";"titlesIs";"Hand of the King"
"/index.php/Qarlton_Chelsted";"CHARACTER";"titlesIs";"Lord"
"/index.php/Qarro_Volentin";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Qarro_Volentin";"CHARACTER";"hasCulture";"Braavosi"
"/index.php/Qarro_Volentin";"CHARACTER";"nameIs";"Qarro Volentin"
"/index.php/Qarro_Volentin";"CHARACTER";"titlesIs";"First Sword of Braavos"
"/index.php/Qarth";"CITY";"hasReligion";"Mixed religions"
"/index.php/Qarth";"CITY";"isGovernedBy";"Pureborn, Oligarchy."
"/index.php/Qarth";"CITY";"locationIs";"Essos"
"/index.php/Qarth";"CITY";"nameIs";"Qarth"
"/index.php/Qarth";"CITY";"notablePlaceIs";"House of the Undying, Hall of a Thousand Thrones, Temple of Memory, The triple walls of Qarth"
"/index.php/Qarth";"CITY";"organizations";"Thirteen, Tourmaline Brotherhood, Ancient Guild of Spicers, Sorrowful Men, Warlocks"
"/index.php/Qarth";"CITY";"wasFounded";"in ancient times."
"/index.php/Qartheen";"CITY";"hasReligion";"Mixed religions"
"/index.php/Qartheen";"CITY";"isGovernedBy";"Pureborn, Oligarchy."
"/index.php/Qartheen";"CITY";"locationIs";"Essos"
"/index.php/Qartheen";"CITY";"notablePlaceIs";"House of the Undying, Hall of a Thousand Thrones, Temple of Memory, The triple walls of Qarth"
"/index.php/Qartheen";"CITY";"organizations";"Thirteen, Tourmaline Brotherhood, Ancient Guild of Spicers, Sorrowful Men, Warlocks"
"/index.php/Qartheen";"CITY";"wasFounded";"in ancient times."
"/index.php/Qezza";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Qezza";"CHARACTER";"bornIn";"At Meereen"
"/index.php/Qezza";"CHARACTER";"hasCulture";"Ghiscari"
"/index.php/Qezza";"CHARACTER";"nameIs";"Qezza"
"/index.php/Qezza";"CHARACTER";"titlesIs";"Cupbearer"
"/index.php/Qhorin_Halfhand";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Qhorin_Halfhand";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Qhorin_Halfhand";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Qhorin_Halfhand";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Qhorin_Halfhand";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Qhorin_Halfhand";"CHARACTER";"appearsInSeason";"Season 2"
"/index.php/Qhorin_Halfhand";"CHARACTER";"diedIn";"In 299AC, at Skirling Pass"
"/index.php/Qhorin_Halfhand";"CHARACTER";"hasAlias";"Qhorin Halfhand"
"/index.php/Qhorin_Halfhand";"CHARACTER";"nameIs";"Qhorin Halfhand"
"/index.php/Qhorin_Halfhand";"CHARACTER";"playedBy";"Simon Armstrong"
"/index.php/Qohor";"CITY";"hasReligion";"Black Goat of Qohor (god)"
"/index.php/Qohor";"CITY";"locationIs";"Essos, Free Cities, the Forest of Qohor"
"/index.php/Qohor";"CITY";"nameIs";"Qohor"
"/index.php/Qohor";"CITY";"wasFounded";"Approx 1000 years ago"
"/index.php/Qos";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Qos";"CHARACTER";"nameIs";"Qos"
"/index.php/Qos";"CHARACTER";"titlesIs";"Captain"
"/index.php/Qotho";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Qotho";"CHARACTER";"appearsInSeason";"Season 1"
"/index.php/Qotho";"CHARACTER";"diedIn";"In 298 AL, at Dothraki Sea"
"/index.php/Qotho";"CHARACTER";"hasCulture";"Dothraki"
"/index.php/Qotho";"CHARACTER";"nameIs";"Qotho"
"/index.php/Qotho";"CHARACTER";"playedBy";"Dar Salim"
"/index.php/Qotho";"CHARACTER";"titlesIs";"Bloodrider of Khal Drogo"
"/index.php/Quaithe";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Quaithe";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Quaithe";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quaithe";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Quaithe";"CHARACTER";"appearsInSeason";"Season 2"
"/index.php/Quaithe";"CHARACTER";"hasAlias";"Quaithe of the Shadow"
"/index.php/Quaithe";"CHARACTER";"nameIs";"Quaithe"
"/index.php/Quaithe";"CHARACTER";"playedBy";"Laura Pradelska"
"/index.php/Quaro";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Quaro";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Quaro";"CHARACTER";"diedIn";"In 298AC, at Dothraki Sea"
"/index.php/Quaro";"CHARACTER";"hasCulture";"Dothraki"
"/index.php/Quaro";"CHARACTER";"nameIs";"Quaro"
"/index.php/Quellon_Botley";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quellon_Botley";"CHARACTER";"hasAllegianceWith";"/index.php/House_Botley"
"/index.php/Quellon_Botley";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Quellon_Botley";"CHARACTER";"nameIs";"Quellon Botley"
"/index.php/Quellon_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quellon_Greyjoy";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Quellon_Greyjoy";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Quellon_Greyjoy";"CHARACTER";"nameIs";"Quellon Greyjoy"
"/index.php/Quellon_Greyjoy";"CHARACTER";"titlesIs";"Lord of the Iron Islands"
"/index.php/Quellon_Humble";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Quellon_Humble";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quellon_Humble";"CHARACTER";"hasAllegianceWith";"/index.php/House_Humble"
"/index.php/Quellon_Humble";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Quellon_Humble";"CHARACTER";"nameIs";"Quellon Humble"
"/index.php/Quence";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quence";"CHARACTER";"hasCulture";"Braavosi"
"/index.php/Quence";"CHARACTER";"nameIs";"Quence"
"/index.php/Quent";"CHARACTER";"appearsIn";"/index.php/A_Clash_of_Kings"
"/index.php/Quent";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quent";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Quent";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Quent";"CHARACTER";"hasAllegianceWith";"/index.php/House_Stark"
"/index.php/Quent";"CHARACTER";"hasCulture";"Northmen"
"/index.php/Quent";"CHARACTER";"nameIs";"Quent"
"/index.php/Quenten_Banefort";"CHARACTER";"appearsIn";"/index.php/A_Dance_with_Dragons"
"/index.php/Quenten_Banefort";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quenten_Banefort";"CHARACTER";"appearsIn";"/index.php/A_Game_of_Thrones"
"/index.php/Quenten_Banefort";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Quenten_Banefort";"CHARACTER";"hasAllegianceWith";"/index.php/House_Banefort"
"/index.php/Quenten_Banefort";"CHARACTER";"nameIs";"Quenten Banefort"
"/index.php/Quenten_Banefort";"CHARACTER";"titlesIs";"Lord of Banefort"
"/index.php/Quentin_Tyrell";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quentin_Tyrell";"CHARACTER";"appearsIn";"/index.php/A_Storm_of_Swords"
"/index.php/Quentin_Tyrell";"CHARACTER";"diedIn";"At Ashford"
"/index.php/Quentin_Tyrell";"CHARACTER";"hasAllegianceWith";"/index.php/House_Tyrell"
"/index.php/Quentin_Tyrell";"CHARACTER";"nameIs";"Quentin Tyrell"
"/index.php/Quentin_Tyrell";"CHARACTER";"titlesIs";"Ser"
"/index.php/Quenton_Greyjoy";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quenton_Greyjoy";"CHARACTER";"hasAllegianceWith";"/index.php/House_Greyjoy"
"/index.php/Quenton_Greyjoy";"CHARACTER";"hasCulture";"Ironborn"
"/index.php/Quenton_Greyjoy";"CHARACTER";"nameIs";"Quenton Greyjoy"
"/index.php/Quenton_Hightower";"CHARACTER";"appearsIn";"/index.php/A_Feast_for_Crows"
"/index.php/Quenton_Hightower";"CHARACTER";"diedIn";"At Oldtown"
"/index.php/Quenton_Hightower";"CHARACTER";"hasAllegianceWith";"/index.php/House_Hightower"
"/index.php/Quenton_Hightower";"CHARACTER";"nameIs";"Quenton Hightower"
"/index.php/Quenton_Hightower";"CHARACTER";"titlesIs";"Lord of the Port"
"/index.php/Quenton_Hightower";"CHARACTER";"titlesIs";"Voice of Oldtown"
"/index.php/Quentyn_Ball";"CHARACTER";"appearsIn";"/index.php/The_Mystery_Knight"
"/index.php/Quentyn_Ball";"CHARACTER";"appearsIn";"/index.php/The_Sworn_Sword"
"/index.php/Quentyn_Ball";"CHARACTER";"diedIn";"At Near Redgrass Field"
"/index.php/Quentyn_Ball";"CHARACTER";"hasAlias";"Fireball"
"/index.php/Quentyn_Ball";"CHARACTER";"hasAllegianceWith";"/index.php/House_Ball"
